@relation pandasdata
@attribute Lag_NO_1 real
@attribute Lag_NO_2 real
@attribute Lag_NO_3 real
@attribute Lag_NO_4 real
@attribute Lag_NO_5 real
@attribute Lag_NO_6 real
@attribute Lag_NO_7 real
@attribute Lag_SO2_1 real
@attribute Lag_SO2_2 real
@attribute Lag_SO2_3 real
@attribute Lag_SO2_4 real
@attribute Lag_SO2_5 real
@attribute Lag_SO2_6 real
@attribute Lag_SO2_7 real
@attribute Lag_O3_1 real
@attribute Lag_O3_2 real
@attribute Lag_O3_3 real
@attribute Lag_O3_4 real
@attribute Lag_O3_5 real
@attribute Lag_O3_6 real
@attribute Lag_O3_7 real
@attribute Lag_TMP_1 real
@attribute Lag_TMP_2 real
@attribute Lag_TMP_3 real
@attribute Lag_TMP_4 real
@attribute Lag_TMP_5 real
@attribute Lag_TMP_6 real
@attribute Lag_TMP_7 real
@attribute Lag_HR_1 real
@attribute Lag_HR_2 real
@attribute Lag_HR_3 real
@attribute Lag_HR_4 real
@attribute Lag_HR_5 real
@attribute Lag_HR_6 real
@attribute Lag_HR_7 real
@attribute Lag_NOX_1 real
@attribute Lag_NOX_2 real
@attribute Lag_NOX_3 real
@attribute Lag_NOX_4 real
@attribute Lag_NOX_5 real
@attribute Lag_NOX_6 real
@attribute Lag_NOX_7 real
@attribute Lag_DD_1 real
@attribute Lag_DD_2 real
@attribute Lag_DD_3 real
@attribute Lag_DD_4 real
@attribute Lag_DD_5 real
@attribute Lag_DD_6 real
@attribute Lag_DD_7 real
@attribute Lag_PRB_1 real
@attribute Lag_PRB_2 real
@attribute Lag_PRB_3 real
@attribute Lag_PRB_4 real
@attribute Lag_PRB_5 real
@attribute Lag_PRB_6 real
@attribute Lag_PRB_7 real
@attribute Lag_RS_1 real
@attribute Lag_RS_2 real
@attribute Lag_RS_3 real
@attribute Lag_RS_4 real
@attribute Lag_RS_5 real
@attribute Lag_RS_6 real
@attribute Lag_RS_7 real
@attribute Lag_VV_1 real
@attribute Lag_VV_2 real
@attribute Lag_VV_3 real
@attribute Lag_VV_4 real
@attribute Lag_VV_5 real
@attribute Lag_VV_6 real
@attribute Lag_VV_7 real
@attribute Lag_PM10_1 real
@attribute Lag_PM10_2 real
@attribute Lag_PM10_3 real
@attribute Lag_PM10_4 real
@attribute Lag_PM10_5 real
@attribute Lag_PM10_6 real
@attribute Lag_PM10_7 real
@attribute Lag_NO2_1 real
@attribute Lag_NO2_2 real
@attribute Lag_NO2_3 real
@attribute Lag_NO2_4 real
@attribute Lag_NO2_5 real
@attribute Lag_NO2_6 real
@attribute Lag_NO2_7 real
@attribute NO2 real
@data
7.76,7.6,7.4399999999999995,7.28,7.12,6.96,6.8,6.0,7.0,5.0,7.0,7.0,8.0,8.0,84.0,61.0,62.0,76.0,60.0,63.0,60.0,16.0,16.0,15.0,14.0,14.0,16.0,16.0,57.0,84.0,69.0,63.0,86.0,76.0,65.0,28.56,27.6,26.64,25.68,24.72,23.759999999999998,22.8,291.0,236.0,267.0,254.0,251.0,251.0,276.0,1017.0,1017.0,1016.0,1014.0,1007.0,1014.0,1021.0,123.0,68.0,134.0,137.0,27.0,139.0,146.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,27.0,20.0,16.0,32.0,16.0,13.0,16.92,16.2,15.48,14.76,14.04,13.32,12.6,17.64
7.92,7.76,7.6,7.4399999999999995,7.28,7.12,6.96,7.0,6.0,7.0,5.0,7.0,7.0,8.0,65.0,84.0,61.0,62.0,76.0,60.0,63.0,17.0,16.0,16.0,15.0,14.0,14.0,16.0,60.0,57.0,84.0,69.0,63.0,86.0,76.0,29.52,28.56,27.6,26.64,25.68,24.72,23.759999999999998,253.0,291.0,236.0,267.0,254.0,251.0,251.0,1016.0,1017.0,1017.0,1016.0,1014.0,1007.0,1014.0,125.0,123.0,68.0,134.0,137.0,27.0,139.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,14.0,27.0,20.0,16.0,32.0,16.0,17.64,16.92,16.2,15.48,14.76,14.04,13.32,18.36
8.08,7.92,7.76,7.6,7.4399999999999995,7.28,7.12,7.0,7.0,6.0,7.0,5.0,7.0,7.0,47.0,65.0,84.0,61.0,62.0,76.0,60.0,16.0,17.0,16.0,16.0,15.0,14.0,14.0,85.0,60.0,57.0,84.0,69.0,63.0,86.0,30.48,29.52,28.56,27.6,26.64,25.68,24.72,248.0,253.0,291.0,236.0,267.0,254.0,251.0,1015.0,1016.0,1017.0,1017.0,1016.0,1014.0,1007.0,119.0,125.0,123.0,68.0,134.0,137.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,19.0,14.0,27.0,20.0,16.0,32.0,18.36,17.64,16.92,16.2,15.48,14.76,14.04,19.08
8.24,8.08,7.92,7.76,7.6,7.4399999999999995,7.28,7.0,7.0,7.0,6.0,7.0,5.0,7.0,48.0,47.0,65.0,84.0,61.0,62.0,76.0,16.0,16.0,17.0,16.0,16.0,15.0,14.0,90.0,85.0,60.0,57.0,84.0,69.0,63.0,31.439999999999998,30.48,29.52,28.56,27.6,26.64,25.68,308.0,248.0,253.0,291.0,236.0,267.0,254.0,1015.0,1015.0,1016.0,1017.0,1017.0,1016.0,1014.0,101.0,119.0,125.0,123.0,68.0,134.0,137.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,17.0,19.0,14.0,27.0,20.0,16.0,19.08,18.36,17.64,16.92,16.2,15.48,14.76,19.799999999999997
8.4,8.24,8.08,7.92,7.76,7.6,7.4399999999999995,8.0,7.0,7.0,7.0,6.0,7.0,5.0,43.0,48.0,47.0,65.0,84.0,61.0,62.0,17.0,16.0,16.0,17.0,16.0,16.0,15.0,91.0,90.0,85.0,60.0,57.0,84.0,69.0,32.4,31.439999999999998,30.48,29.52,28.56,27.6,26.64,338.0,308.0,248.0,253.0,291.0,236.0,267.0,1021.0,1015.0,1015.0,1016.0,1017.0,1017.0,1016.0,99.0,101.0,119.0,125.0,123.0,68.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,26.0,17.0,19.0,14.0,27.0,20.0,19.799999999999997,19.08,18.36,17.64,16.92,16.2,15.48,20.52
8.56,8.4,8.24,8.08,7.92,7.76,7.6,7.0,8.0,7.0,7.0,7.0,6.0,7.0,56.0,43.0,48.0,47.0,65.0,84.0,61.0,18.0,17.0,16.0,16.0,17.0,16.0,16.0,94.0,91.0,90.0,85.0,60.0,57.0,84.0,33.36,32.4,31.439999999999998,30.48,29.52,28.56,27.6,11.0,338.0,308.0,248.0,253.0,291.0,236.0,1020.0,1021.0,1015.0,1015.0,1016.0,1017.0,1017.0,59.0,99.0,101.0,119.0,125.0,123.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,33.0,26.0,17.0,19.0,14.0,27.0,20.52,19.799999999999997,19.08,18.36,17.64,16.92,16.2,21.240000000000002
8.72,8.56,8.4,8.24,8.08,7.92,7.76,6.0,7.0,8.0,7.0,7.0,7.0,6.0,56.0,56.0,43.0,48.0,47.0,65.0,84.0,18.0,18.0,17.0,16.0,16.0,17.0,16.0,96.0,94.0,91.0,90.0,85.0,60.0,57.0,34.32,33.36,32.4,31.439999999999998,30.48,29.52,28.56,21.0,11.0,338.0,308.0,248.0,253.0,291.0,1018.5,1020.0,1021.0,1015.0,1015.0,1016.0,1017.0,62.0,59.0,99.0,101.0,119.0,125.0,123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,33.0,26.0,17.0,19.0,14.0,21.240000000000002,20.52,19.799999999999997,19.08,18.36,17.64,16.92,21.96
8.879999999999999,8.72,8.56,8.4,8.24,8.08,7.92,5.0,6.0,7.0,8.0,7.0,7.0,7.0,56.0,56.0,56.0,43.0,48.0,47.0,65.0,18.0,18.0,18.0,17.0,16.0,16.0,17.0,98.0,96.0,94.0,91.0,90.0,85.0,60.0,35.28,34.32,33.36,32.4,31.439999999999998,30.48,29.52,31.0,21.0,11.0,338.0,308.0,248.0,253.0,1017.0,1018.5,1020.0,1021.0,1015.0,1015.0,1016.0,65.0,62.0,59.0,99.0,101.0,119.0,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,33.0,26.0,17.0,19.0,21.96,21.240000000000002,20.52,19.799999999999997,19.08,18.36,17.64,22.68
9.04,8.879999999999999,8.72,8.56,8.4,8.24,8.08,6.0,5.0,6.0,7.0,8.0,7.0,7.0,59.0,56.0,56.0,56.0,43.0,48.0,47.0,17.0,18.0,18.0,18.0,17.0,16.0,16.0,97.0,98.0,96.0,94.0,91.0,90.0,85.0,36.239999999999995,35.28,34.32,33.36,32.4,31.439999999999998,30.48,28.0,31.0,21.0,11.0,338.0,308.0,248.0,1015.0,1017.0,1018.5,1020.0,1021.0,1015.0,1015.0,69.0,65.0,62.0,59.0,99.0,101.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,28.0,28.0,28.0,33.0,26.0,17.0,22.68,21.96,21.240000000000002,20.52,19.799999999999997,19.08,18.36,23.4
9.2,9.04,8.879999999999999,8.72,8.56,8.4,8.24,6.0,6.0,5.0,6.0,7.0,8.0,7.0,73.0,59.0,56.0,56.0,56.0,43.0,48.0,16.0,17.0,18.0,18.0,18.0,17.0,16.0,95.0,97.0,98.0,96.0,94.0,91.0,90.0,37.2,36.239999999999995,35.28,34.32,33.36,32.4,31.439999999999998,37.0,28.0,31.0,21.0,11.0,338.0,308.0,1006.0,1015.0,1017.0,1018.5,1020.0,1021.0,1015.0,71.0,69.0,65.0,62.0,59.0,99.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,19.0,28.0,28.0,28.0,33.0,26.0,23.4,22.68,21.96,21.240000000000002,20.52,19.799999999999997,19.08,24.119999999999997
9.36,9.2,9.04,8.879999999999999,8.72,8.56,8.4,6.0,6.0,6.0,5.0,6.0,7.0,8.0,55.0,73.0,59.0,56.0,56.0,56.0,43.0,14.0,16.0,17.0,18.0,18.0,18.0,17.0,97.0,95.0,97.0,98.0,96.0,94.0,91.0,38.16,37.2,36.239999999999995,35.28,34.32,33.36,32.4,274.0,37.0,28.0,31.0,21.0,11.0,338.0,1000.0,1006.0,1015.0,1017.0,1018.5,1020.0,1021.0,38.0,71.0,69.0,65.0,62.0,59.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,16.0,19.0,28.0,28.0,28.0,33.0,24.119999999999997,23.4,22.68,21.96,21.240000000000002,20.52,19.799999999999997,24.84
9.52,9.36,9.2,9.04,8.879999999999999,8.72,8.56,8.0,6.0,6.0,6.0,5.0,6.0,7.0,67.0,55.0,73.0,59.0,56.0,56.0,56.0,16.0,14.0,16.0,17.0,18.0,18.0,18.0,79.0,97.0,95.0,97.0,98.0,96.0,94.0,39.12,38.16,37.2,36.239999999999995,35.28,34.32,33.36,249.0,274.0,37.0,28.0,31.0,21.0,11.0,1004.0,1000.0,1006.0,1015.0,1017.0,1018.5,1020.0,82.0,38.0,71.0,69.0,65.0,62.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,9.0,16.0,19.0,28.0,28.0,28.0,24.84,24.119999999999997,23.4,22.68,21.96,21.240000000000002,20.52,25.56
9.68,9.52,9.36,9.2,9.04,8.879999999999999,8.72,7.0,8.0,6.0,6.0,6.0,5.0,6.0,50.0,67.0,55.0,73.0,59.0,56.0,56.0,15.0,16.0,14.0,16.0,17.0,18.0,18.0,83.0,79.0,97.0,95.0,97.0,98.0,96.0,40.08,39.12,38.16,37.2,36.239999999999995,35.28,34.32,242.0,249.0,274.0,37.0,28.0,31.0,21.0,1013.0,1004.0,1000.0,1006.0,1015.0,1017.0,1018.5,47.0,82.0,38.0,71.0,69.0,65.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,14.0,9.0,16.0,19.0,28.0,28.0,25.56,24.84,24.119999999999997,23.4,22.68,21.96,21.240000000000002,26.28
9.84,9.68,9.52,9.36,9.2,9.04,8.879999999999999,7.5,7.0,8.0,6.0,6.0,6.0,5.0,35.0,50.0,67.0,55.0,73.0,59.0,56.0,15.0,15.0,16.0,14.0,16.0,17.0,18.0,87.0,83.0,79.0,97.0,95.0,97.0,98.0,41.04,40.08,39.12,38.16,37.2,36.239999999999995,35.28,298.0,242.0,249.0,274.0,37.0,28.0,31.0,1015.0,1013.0,1004.0,1000.0,1006.0,1015.0,1017.0,69.0,47.0,82.0,38.0,71.0,69.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,27.0,14.0,9.0,16.0,19.0,28.0,26.28,25.56,24.84,24.119999999999997,23.4,22.68,21.96,27.0
10.0,9.84,9.68,9.52,9.36,9.2,9.04,8.0,7.5,7.0,8.0,6.0,6.0,6.0,35.0,35.0,50.0,67.0,55.0,73.0,59.0,16.0,15.0,15.0,16.0,14.0,16.0,17.0,92.0,87.0,83.0,79.0,97.0,95.0,97.0,42.0,41.04,40.08,39.12,38.16,37.2,36.239999999999995,294.0,298.0,242.0,249.0,274.0,37.0,28.0,1014.0,1015.0,1013.0,1004.0,1000.0,1006.0,1015.0,58.0,69.0,47.0,82.0,38.0,71.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,26.0,27.0,14.0,9.0,16.0,19.0,27.0,26.28,25.56,24.84,24.119999999999997,23.4,22.68,18.0
6.0,10.0,9.84,9.68,9.52,9.36,9.2,8.5,8.0,7.5,7.0,8.0,6.0,6.0,61.0,35.0,35.0,50.0,67.0,55.0,73.0,15.0,16.0,15.0,15.0,16.0,14.0,16.0,72.0,92.0,87.0,83.0,79.0,97.0,95.0,27.0,42.0,41.04,40.08,39.12,38.16,37.2,235.0,294.0,298.0,242.0,249.0,274.0,37.0,1016.0,1014.0,1015.0,1013.0,1004.0,1000.0,1006.0,97.0,58.0,69.0,47.0,82.0,38.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,28.0,26.0,27.0,14.0,9.0,16.0,18.0,27.0,26.28,25.56,24.84,24.119999999999997,23.4,13.0
5.0,6.0,10.0,9.84,9.68,9.52,9.36,9.0,8.5,8.0,7.5,7.0,8.0,6.0,70.0,61.0,35.0,35.0,50.0,67.0,55.0,15.0,15.0,16.0,15.0,15.0,16.0,14.0,77.0,72.0,92.0,87.0,83.0,79.0,97.0,21.0,27.0,42.0,41.04,40.08,39.12,38.16,240.0,235.0,294.0,298.0,242.0,249.0,274.0,1012.0,1016.0,1014.0,1015.0,1013.0,1004.0,1000.0,109.0,97.0,58.0,69.0,47.0,82.0,38.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,19.0,28.0,26.0,27.0,14.0,9.0,13.0,18.0,27.0,26.28,25.56,24.84,24.119999999999997,13.0
4.0,5.0,6.0,10.0,9.84,9.68,9.52,9.5,9.0,8.5,8.0,7.5,7.0,8.0,84.0,70.0,61.0,35.0,35.0,50.0,67.0,17.0,15.0,15.0,16.0,15.0,15.0,16.0,57.0,77.0,72.0,92.0,87.0,83.0,79.0,19.0,21.0,27.0,42.0,41.04,40.08,39.12,283.0,240.0,235.0,294.0,298.0,242.0,249.0,1013.0,1012.0,1016.0,1014.0,1015.0,1013.0,1004.0,95.0,109.0,97.0,58.0,69.0,47.0,82.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,19.0,28.0,26.0,27.0,14.0,13.0,13.0,18.0,27.0,26.28,25.56,24.84,18.0
5.0,4.0,5.0,6.0,10.0,9.84,9.68,10.0,9.5,9.0,8.5,8.0,7.5,7.0,77.0,84.0,70.0,61.0,35.0,35.0,50.0,16.0,17.0,15.0,15.0,16.0,15.0,15.0,56.0,57.0,77.0,72.0,92.0,87.0,83.0,25.0,19.0,21.0,27.0,42.0,41.04,40.08,280.0,283.0,240.0,235.0,294.0,298.0,242.0,1022.0,1013.0,1012.0,1016.0,1014.0,1015.0,1013.0,110.0,95.0,109.0,97.0,58.0,69.0,47.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,17.0,18.0,18.0,19.0,28.0,26.0,27.0,18.0,13.0,13.0,18.0,27.0,26.28,25.56,21.0
6.0,5.0,4.0,5.0,6.0,10.0,9.84,10.0,10.0,9.5,9.0,8.5,8.0,7.5,61.0,77.0,84.0,70.0,61.0,35.0,35.0,15.0,16.0,17.0,15.0,15.0,16.0,15.0,58.0,56.0,57.0,77.0,72.0,92.0,87.0,30.0,25.0,19.0,21.0,27.0,42.0,41.04,277.0,280.0,283.0,240.0,235.0,294.0,298.0,1023.0,1022.0,1013.0,1012.0,1016.0,1014.0,1015.0,105.0,110.0,95.0,109.0,97.0,58.0,69.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,17.0,18.0,18.0,19.0,28.0,26.0,21.0,18.0,13.0,13.0,18.0,27.0,26.28,30.0
11.0,6.0,5.0,4.0,5.0,6.0,10.0,10.0,10.0,10.0,9.5,9.0,8.5,8.0,45.0,61.0,77.0,84.0,70.0,61.0,35.0,13.0,15.0,16.0,17.0,15.0,15.0,16.0,75.0,58.0,56.0,57.0,77.0,72.0,92.0,46.0,30.0,25.0,19.0,21.0,27.0,42.0,261.0,277.0,280.0,283.0,240.0,235.0,294.0,1021.0,1023.0,1022.0,1013.0,1012.0,1016.0,1014.0,108.0,105.0,110.0,95.0,109.0,97.0,58.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,29.0,22.0,17.0,18.0,18.0,19.0,28.0,30.0,21.0,18.0,13.0,13.0,18.0,27.0,23.0
10.0,11.0,6.0,5.0,4.0,5.0,6.0,10.0,10.0,10.0,10.0,9.5,9.0,8.5,51.0,45.0,61.0,77.0,84.0,70.0,61.0,14.0,13.0,15.0,16.0,17.0,15.0,15.0,71.0,75.0,58.0,56.0,57.0,77.0,72.0,39.0,46.0,30.0,25.0,19.0,21.0,27.0,293.0,261.0,277.0,280.0,283.0,240.0,235.0,1018.0,1021.0,1023.0,1022.0,1013.0,1012.0,1016.0,95.0,108.0,105.0,110.0,95.0,109.0,97.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,26.0,29.0,22.0,17.0,18.0,18.0,19.0,23.0,30.0,21.0,18.0,13.0,13.0,18.0,19.0
6.0,10.0,11.0,6.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,9.5,9.0,72.0,51.0,45.0,61.0,77.0,84.0,70.0,14.0,14.0,13.0,15.0,16.0,17.0,15.0,61.0,71.0,75.0,58.0,56.0,57.0,77.0,28.0,39.0,46.0,30.0,25.0,19.0,21.0,282.0,293.0,261.0,277.0,280.0,283.0,240.0,1022.0,1018.0,1021.0,1023.0,1022.0,1013.0,1012.0,109.0,95.0,108.0,105.0,110.0,95.0,109.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,16.0,26.0,29.0,22.0,17.0,18.0,18.0,19.0,23.0,30.0,21.0,18.0,13.0,13.0,19.0
5.0,6.0,10.0,11.0,6.0,5.0,4.0,11.0,10.0,10.0,10.0,10.0,10.0,9.5,55.0,72.0,51.0,45.0,61.0,77.0,84.0,15.0,14.0,14.0,13.0,15.0,16.0,17.0,66.0,61.0,71.0,75.0,58.0,56.0,57.0,27.0,28.0,39.0,46.0,30.0,25.0,19.0,257.0,282.0,293.0,261.0,277.0,280.0,283.0,1022.0,1022.0,1018.0,1021.0,1023.0,1022.0,1013.0,97.0,109.0,95.0,108.0,105.0,110.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,16.0,26.0,29.0,22.0,17.0,18.0,19.0,19.0,23.0,30.0,21.0,18.0,13.0,25.0
11.0,5.0,6.0,10.0,11.0,6.0,5.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,37.0,55.0,72.0,51.0,45.0,61.0,77.0,17.0,15.0,14.0,14.0,13.0,15.0,16.0,68.0,66.0,61.0,71.0,75.0,58.0,56.0,42.0,27.0,28.0,39.0,46.0,30.0,25.0,245.0,257.0,282.0,293.0,261.0,277.0,280.0,1021.0,1022.0,1022.0,1018.0,1021.0,1023.0,1022.0,95.0,97.0,109.0,95.0,108.0,105.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,18.0,16.0,26.0,29.0,22.0,17.0,25.0,19.0,19.0,23.0,30.0,21.0,18.0,28.0
12.0,11.0,5.0,6.0,10.0,11.0,6.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,31.0,37.0,55.0,72.0,51.0,45.0,61.0,17.0,17.0,15.0,14.0,14.0,13.0,15.0,68.0,68.0,66.0,61.0,71.0,75.0,58.0,46.0,42.0,27.0,28.0,39.0,46.0,30.0,304.0,245.0,257.0,282.0,293.0,261.0,277.0,1023.0,1021.0,1022.0,1022.0,1018.0,1021.0,1023.0,105.0,95.0,97.0,109.0,95.0,108.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,29.0,18.0,16.0,26.0,29.0,22.0,28.0,25.0,19.0,19.0,23.0,30.0,21.0,34.0
17.0,12.0,11.0,5.0,6.0,10.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,26.0,31.0,37.0,55.0,72.0,51.0,45.0,16.0,17.0,17.0,15.0,14.0,14.0,13.0,76.0,68.0,68.0,66.0,61.0,71.0,75.0,61.0,46.0,42.0,27.0,28.0,39.0,46.0,226.0,304.0,245.0,257.0,282.0,293.0,261.0,1025.0,1023.0,1021.0,1022.0,1022.0,1018.0,1021.0,104.0,105.0,95.0,97.0,109.0,95.0,108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,32.0,29.0,18.0,16.0,26.0,29.0,34.0,28.0,25.0,19.0,19.0,23.0,30.0,24.0
9.0,17.0,12.0,11.0,5.0,6.0,10.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,32.0,26.0,31.0,37.0,55.0,72.0,51.0,16.0,16.0,17.0,17.0,15.0,14.0,14.0,76.0,76.0,68.0,68.0,66.0,61.0,71.0,38.0,61.0,46.0,42.0,27.0,28.0,39.0,244.0,226.0,304.0,245.0,257.0,282.0,293.0,1026.0,1025.0,1023.0,1021.0,1022.0,1022.0,1018.0,104.0,104.0,105.0,95.0,97.0,109.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,42.0,32.0,29.0,18.0,16.0,26.0,24.0,34.0,28.0,25.0,19.0,19.0,23.0,21.0
7.0,9.0,17.0,12.0,11.0,5.0,6.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,41.0,32.0,26.0,31.0,37.0,55.0,72.0,15.0,16.0,16.0,17.0,17.0,15.0,14.0,86.0,76.0,76.0,68.0,68.0,66.0,61.0,32.0,38.0,61.0,46.0,42.0,27.0,28.0,243.0,244.0,226.0,304.0,245.0,257.0,282.0,1026.0,1026.0,1025.0,1023.0,1021.0,1022.0,1022.0,104.0,104.0,104.0,105.0,95.0,97.0,109.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,27.0,42.0,32.0,29.0,18.0,16.0,21.0,24.0,34.0,28.0,25.0,19.0,19.0,19.0
5.0,7.0,9.0,17.0,12.0,11.0,5.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,45.0,41.0,32.0,26.0,31.0,37.0,55.0,15.0,15.0,16.0,16.0,17.0,17.0,15.0,79.0,86.0,76.0,76.0,68.0,68.0,66.0,26.0,32.0,38.0,61.0,46.0,42.0,27.0,250.0,243.0,244.0,226.0,304.0,245.0,257.0,1027.0,1026.0,1026.0,1025.0,1023.0,1021.0,1022.0,95.0,104.0,104.0,104.0,105.0,95.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,24.0,27.0,42.0,32.0,29.0,18.0,19.0,21.0,24.0,34.0,28.0,25.0,19.0,15.0
5.0,5.0,7.0,9.0,17.0,12.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,43.0,45.0,41.0,32.0,26.0,31.0,37.0,16.0,15.0,15.0,16.0,16.0,17.0,17.0,81.0,79.0,86.0,76.0,76.0,68.0,68.0,23.0,26.0,32.0,38.0,61.0,46.0,42.0,266.0,250.0,243.0,244.0,226.0,304.0,245.0,1028.0,1027.0,1026.0,1026.0,1025.0,1023.0,1021.0,105.0,95.0,104.0,104.0,104.0,105.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,20.0,24.0,27.0,42.0,32.0,29.0,15.0,19.0,21.0,24.0,34.0,28.0,25.0,23.0
10.0,5.0,5.0,7.0,9.0,17.0,12.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,44.0,43.0,45.0,41.0,32.0,26.0,31.0,15.0,16.0,15.0,15.0,16.0,16.0,17.0,73.0,81.0,79.0,86.0,76.0,76.0,68.0,39.0,23.0,26.0,32.0,38.0,61.0,46.0,303.0,266.0,250.0,243.0,244.0,226.0,304.0,1027.0,1028.0,1027.0,1026.0,1026.0,1025.0,1023.0,92.0,105.0,95.0,104.0,104.0,104.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,19.0,20.0,24.0,27.0,42.0,32.0,23.0,15.0,19.0,21.0,24.0,34.0,28.0,23.0
7.0,10.0,5.0,5.0,7.0,9.0,17.0,12.0,10.0,10.0,11.0,11.0,11.0,11.0,47.0,44.0,43.0,45.0,41.0,32.0,26.0,13.0,15.0,16.0,15.0,15.0,16.0,16.0,89.0,73.0,81.0,79.0,86.0,76.0,76.0,34.0,39.0,23.0,26.0,32.0,38.0,61.0,261.0,303.0,266.0,250.0,243.0,244.0,226.0,1023.0,1027.0,1028.0,1027.0,1026.0,1026.0,1025.0,102.0,92.0,105.0,95.0,104.0,104.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,33.0,19.0,20.0,24.0,27.0,42.0,23.0,23.0,15.0,19.0,21.0,24.0,34.0,25.0
9.0,7.0,10.0,5.0,5.0,7.0,9.0,12.0,12.0,10.0,10.0,11.0,11.0,11.0,40.0,47.0,44.0,43.0,45.0,41.0,32.0,14.0,13.0,15.0,16.0,15.0,15.0,16.0,80.0,89.0,73.0,81.0,79.0,86.0,76.0,39.0,34.0,39.0,23.0,26.0,32.0,38.0,250.0,261.0,303.0,266.0,250.0,243.0,244.0,1019.0,1023.0,1027.0,1028.0,1027.0,1026.0,1026.0,104.0,102.0,92.0,105.0,95.0,104.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,26.0,33.0,19.0,20.0,24.0,27.0,25.0,23.0,23.0,15.0,19.0,21.0,24.0,23.0
10.0,9.0,7.0,10.0,5.0,5.0,7.0,11.0,12.0,12.0,10.0,10.0,11.0,11.0,50.0,40.0,47.0,44.0,43.0,45.0,41.0,13.0,14.0,13.0,15.0,16.0,15.0,15.0,81.0,80.0,89.0,73.0,81.0,79.0,86.0,38.0,39.0,34.0,39.0,23.0,26.0,32.0,271.0,250.0,261.0,303.0,266.0,250.0,243.0,1011.0,1019.0,1023.0,1027.0,1028.0,1027.0,1026.0,44.0,104.0,102.0,92.0,105.0,95.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,27.0,26.0,33.0,19.0,20.0,24.0,23.0,25.0,23.0,23.0,15.0,19.0,21.0,13.0
